UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
TO,17,03057,Bandeirantes do Tocantins,3460
PR,41,11308,Itaúna do Sul,3288
MG,31,37304,Lagoa dos Patos,4260
MG,31,07307,Bocaiúva,49891
PI,22,07306,Paes Landim,4068
SP,35,46306,Santa Cruz das Palmeiras,33106
PI,22,02000,Buriti dos Lopes,19441
SP,35,38501,Piquete,14048
SC,42,13203,Pomerode,31760
RS,43,20354,Sentinela do Sul,5507
MG,31,66501,Serra Azul de Minas,4368
MG,31,38906,Machacalis,7228
SC,42,16404,São João do Sul,7247
CE,23,06702,Jaguaretama,17977
BA,29,28000,Santaluz,38219
AM,13,03601,Santa Isabel do Rio Negro,23092
AM,13,01803,Ipixuna,27587
BA,29,24058,Pé de Serra,14229
MG,31,31307,Ipatinga,259324
RS,43,13953,Pantano Grande,9887
SP,35,46603,Santa Fé do Sul,31578
MG,31,14006,Carmo da Mata,11518
SP,35,15152,Engenheiro Coelho,19059
SP,35,17208,Guaiçara,11752
SC,42,09409,Laguna,44982
RS,43,20701,Sobradinho,14982
MG,31,39805,Mar de Espanha,12660
TO,17,03701,Brejinho de Nazaré,5475
TO,17,03206,Bernardo Sayão,4525
SP,35,22406,Itapeva,93145
SP,35,01004,Altinópolis,16199
SP,35,53500,Tapiraí,8010
BA,29,10602,Esplanada,37085
GO,52,21700,Uruana,14193
PR,41,17271,Nova Tebas,6644
PI,22,10409,São Miguel do Tapuio,17604
PR,41,23808,Santa Izabel do Oeste,14289
SP,35,16200,Franca,344704
GO,52,02155,Araguapaz,7841
PE,26,12505,Santa Cruz do Capibaribe,103660
RO,11,01484,São Felipe D'Oeste,6048
PE,26,06507,Iati,19056
MT,51,01902,Brasnorte,18258
RN,24,08300,Nova Cruz,37547
SE,28,03500,Lagarto,103188
PI,22,00400,Altos,39795
SC,42,01109,Anitápolis,3251
PB,25,12002,Pocinhos,18451
GO,52,03559,Bonfinópolis,8876
PA,15,05106,Óbidos,50596
ES,32,04351,Rio Bananal,19321
PA,15,02707,Conceição do Araguaia,46485
PR,41,17057,Nova Laranjeiras,11947
SP,35,19402,Ibirá,11980
PR,41,15408,Marmeleiro,14505
TO,17,05607,Conceição do Tocantins,4194
SC,42,12007,Palma Sola,7604
RS,43,05157,Cerro Grande,2443
PI,22,04600,Hugo Napoleão,3815
BA,29,26806,Rio do Antônio,15720
AL,27,01803,Carneiros,9065
SP,35,13207,Cristais Paulista,8343
ES,32,04955,São Roque do Canaã,12483
MS,50,03306,Coxim,33231
CE,23,03105,Cariré,18653
TO,17,11803,Juarina,2237
SC,42,15455,Sangão,12001
SP,35,34609,Osvaldo Cruz,32593
MG,31,25705,Felixlândia,15178
AL,27,00904,Belo Monte,6786
PE,26,06200,Goiana,78940
SP,35,18859,Guatapará,7496
SC,42,15109,Rodeio,11434
AM,13,04005,Silves,9147
PA,15,03309,Igarapé-Miri,60675
CE,23,10001,Palhano,9248
RS,43,09258,Guabiju,1606
SC,42,16107,São Domingos,9509
SP,35,06904,Bofete,11059
PB,25,00775,Aparecida,8348
BA,29,14653,Itabela,31244
BA,29,21302,Milagres,11621
SP,35,53302,Tambaú,23241
RS,43,10439,Ipê,6448
CE,23,07635,Madalena,19616
MT,51,05309,Luciara,2068
MG,31,25804,Fernandes Tourinho,3337
PI,22,09351,Santana do Piauí,4552
RS,43,05355,Charqueadas,38599
MG,31,62500,São João del Rei,89832
CE,23,05704,Ipaumirim,12327
TO,17,06100,Cristalândia,7380
SP,35,57303,Estiva Gerbi,10971
RS,43,21329,Taquaruçu do Sul,3096
MG,31,42700,Montalvânia,15689
MG,31,57203,Santa Bárbara,30436
RO,11,00015,Alta Floresta D'Oeste,25506
PR,41,06100,Conselheiro Mairinck,3849
MG,31,27008,Fronteira,16744
TO,17,15150,Novo Alegre,2352
CE,23,11405,Quixeramobim,77931
CE,23,05605,Independência,25962
MG,31,10905,Campanha,16532
PE,26,16407,Vitória de Santo Antão,136706
SP,35,38808,Piraju,29728
SE,28,01504,Carmópolis,15952
MG,31,25952,Fervedouro,10989
SP,35,02002,Analândia,4789
SC,42,16503,São Joaquim,26447
MG,31,52600,Pouso Alto,6210
MG,31,62104,São Gotardo,34728
TO,17,01051,Angico,3401
SC,42,07684,Ipuaçu,7331
ES,32,01605,Conceição da Barra,31353
RJ,33,02304,Laje do Muriaé,7257
MG,31,00609,Água Boa,14524
AM,13,00839,Caapiranga,12622
RN,24,06106,Jucurutu,18490
SP,35,33254,Novais,5421
PB,25,08554,Logradouro,4299
ES,32,05309,Vitória,359555
PR,41,27205,Terra Boa,16887
RN,24,05108,Jandaíra,6920
RS,43,17004,Santana da Boa Vista,8424
SP,35,13702,Descalvado,33165
SE,28,05802,Riachão do Dantas,19995
PE,26,13800,São Vicente Ferrer,17834
PR,41,12603,Jardim Olinda,1403
PR,41,20002,Porecatu,13863
TO,17,13304,Miranorte,13363
PR,41,24020,Santa Tereza do Oeste,10489
SP,35,25706,José Bonifácio,35872
PE,26,07802,Itaquitinga,16806
MG,31,51602,Planura,11656
MA,21,02507,Cajari,19030
CE,23,09508,Orós,21342
SP,35,31902,Morro Agudo,31923
BA,29,22755,Nova Ibiá,7010
SP,35,13801,Diadema,415180
AC,12,00138,Bujari,9503
MG,31,13800,Carmésia,2615
AL,27,06448,Paripueira,13076
SP,35,45100,Salmourão,5187
PA,15,05635,Piçarra,12653
RJ,33,02858,Mesquita,171020
PR,41,19004,Pérola d'Oeste,6710
AM,13,03304,Novo Aripuanã,24718
PR,41,01150,Ângulo,2969
SP,35,51207,Sarutaiá,3687
SC,42,02701,Botuverá,5022
MG,31,48301,Paula Cândido,9676
SP,35,00907,Altair,4085
PI,22,11308,Valença do Piauí,20579
BA,29,18506,Jussara,16006
BA,29,33505,Wenceslau Guimarães,22445
SP,35,12803,Cosmópolis,67960
ES,32,01506,Colatina,123598
PB,25,13901,São Bento,33847
BA,29,06303,Canavieiras,33130
SP,35,53955,Tarumã,14378
PR,41,28534,Ventania,11252
MT,51,03437,Curvelândia,5028
SP,35,56008,Urupês,13580
PI,22,02711,Cocal de Telha,4805
CE,23,03402,Carnaubal,17549
PE,26,01052,Araçoiaba,20046
CE,23,01109,Aracati,73188
MG,31,44359,Naque,6878
RJ,33,05208,São Pedro da Aldeia,98470
RJ,33,06008,Três Rios,79230
SP,35,27702,Luiziânia,5573
GO,52,12303,Leopoldo de Bulhões,7758
RS,43,15305,Quaraí,23555
CE,23,13807,Uruburetama,21411
TO,17,03602,Brasilândia do Tocantins,2188
RO,11,00056,Cerejeiras,17959
AL,27,08501,São Luís do Quitunde,34798
MG,31,38104,Lassance,6663
SC,42,12239,Paraíso,3688
SE,28,07501,Tomar do Geru,13204
AL,27,02553,Estrela de Alagoas,18373
MT,51,06109,Nossa Senhora do Livramento,12518
MG,31,07802,Bom Jesus do Galho,15500
SC,42,04905,Descanso,8452
MG,31,58409,Santana de Cataguases,3856
RS,43,05801,Constantina,10101
PI,22,07108,Olho D'Água do Piauí,2409
AL,27,05408,Monteirópolis,7251
SP,35,41802,Queiroz,3217
AL,27,01100,Branquinha,10709
CE,23,03808,Cedro,25038
RN,24,13706,Sítio Novo,5481
PR,41,13429,Lidianópolis,3717
SE,28,01405,Carira,21665
MA,21,03307,Codó,120548
MG,31,17836,Cônego Marinho,7611
BA,29,23605,Paramirim,22184
BA,29,10909,Firmino Alves,5804
PE,26,03801,Capoeiras,19994
RJ,33,03005,Miracema,26607
PE,26,11533,Quixaba,6812
RS,43,10207,Ijuí,83089
MT,51,05259,Lucas do Rio Verde,59436
GO,52,04805,Campo Alegre de Goiás,7024
RS,43,12658,Não-Me-Toque,17094
PI,22,01945,Boqueirão do Piauí,6284
MG,31,12505,Capim Branco,9609
CE,23,05001,Guaraciaba do Norte,39301
MS,50,02407,Caarapó,28867
SP,35,00709,Agudos,36704
AC,12,00013,Acrelândia,14120
PB,25,06400,Gurinhém,14126
SC,42,02537,Bom Jesus,2870
RS,43,00505,Alpestre,7533
RN,24,14456,Triunfo Potiguar,3346
MG,31,65305,São Vicente de Minas,7614
BA,29,33604,Xique-Xique,48274
SP,35,37156,Pedrinhas Paulista,3079
RS,43,03103,Cachoeirinha,126666
PR,41,00509,Altônia,21867
PR,41,14609,Marechal Cândido Rondon,51306
MT,51,03502,Diamantino,21180
BA,29,26103,Retirolândia,14627
SC,42,02602,Bom Retiro,9698
PR,41,10409,Indianópolis,4493
PA,15,03044,Floresta do Araguaia,19508
RN,24,14902,Viçosa,1722
MG,31,35308,Japaraíba,4275
RS,43,12807,Nova Araçá,4429
SP,35,03703,Ariranha,9365
MG,31,13008,Caraí,23679
GO,52,16908,Pilar de Goiás,2571
RO,11,00114,Jaru,55806
SC,42,18350,Treviso,3824
MG,31,12307,Capelinha,37606
GO,52,17104,Piracanjuba,24830
RS,43,14498,Pinheirinho do Vale,4783
MT,51,07792,Santo Antônio do Leste,4728
BA,29,19801,Macaúbas,50637
PR,41,24103,Santo Antônio da Platina,45562
PR,41,03040,Boa Ventura de São Roque,6674
BA,29,29370,São José do Jacuípe,10735
MT,51,06299,Paranaíta,10864
GO,52,13087,Minaçu,30862
TO,17,20259,São Salvador do Tocantins,3071
SE,28,04805,Nossa Senhora do Socorro,179661
BA,29,27101,Rodelas,9297
MG,31,57609,Santa Fé de Minas,3997
SC,42,13302,Ponte Alta,4796
PR,41,07751,Figueira,8222
PB,25,16706,Teixeira,15085
CE,23,04905,Groaíras,10931
MG,31,16159,Chapada Gaúcha,12739
TO,17,03800,Buriti do Tocantins,10988
RS,43,09001,Giruá,17132
RS,43,04705,Carazinho,62193
CE,23,07403,Jucás,24540
SC,42,17808,Taió,18161
AL,27,03502,Jacuípe,7148
PR,41,07553,Farol,3355
MG,31,71030,Verdelândia,9140
RS,43,04614,Canudos do Vale,1823
MT,51,04526,Ipiranga do Norte,6903
SC,42,05357,Flor do Sertão,1597
MG,31,08602,Brasília de Minas,32650
PI,22,02554,Caridade do Piauí,5012
MG,31,30101,Igarapé,40468
SC,42,09151,José Boiteux,4874
RN,24,07906,Monte das Gameleiras,2198
MG,31,09907,Caetanópolis,11287
PR,41,16604,Nova América da Colina,3549
CE,23,01802,Baixio,6214
PR,41,24301,Santo Antônio do Paraíso,2307
RS,43,14159,Paverama,8461
BA,29,12301,Ibicuí,16748
MG,31,21506,Desterro do Melo,3026
MG,31,26950,Frei Lagonegro,3498
RN,24,04804,Ipueira,2236
MG,31,25309,Faria Lemos,3383
PB,25,01500,Bananeiras,21195
SP,35,55406,Ubatuba,87364
GO,52,00209,Água Limpa,1980
CE,23,00309,Acopiara,53358
SP,35,19303,Ibaté,33884
BA,29,17201,Ituaçu,19494
PR,41,23204,Santa Cecília do Pavão,3570
ES,32,02256,Governador Lindenberg,12444
MA,21,00055,Açailândia,110543
MA,21,04552,Governador Edison Lobão,18042
BA,29,14505,Irará,29723
SC,42,00101,Abelardo Luz,17782
MT,51,04807,Jaciara,26519
CE,23,14003,Várzea Alegre,40255
PE,26,16001,Venturosa,18067
MT,51,06182,Nova Lacerda,6231
MA,21,05948,Lago dos Rodrigues,8689
BA,29,03003,Barra do Mendes,14570
PB,25,12705,Remígio,19368
MS,50,03454,Deodápolis,12712
RS,43,07401,Esmeralda,3307
RS,43,00406,Alegrete,78244
SP,35,55356,Ubarana,5996
ES,32,02405,Guarapari,121506
MT,51,01209,Araguainha,953
PA,15,03408,Inhangapi,11224
RS,43,06403,Dois Irmãos,30472
AP,16,00212,Cutias,5523
PI,22,07850,Pavussu,3629
GO,52,06305,Cristianópolis,3026
MA,21,06375,Maranhãozinho,16062
SP,35,30805,Mogi Mirim,91929
AM,13,04260,Uarini,13276
SP,35,14601,Dumont,9325
RN,24,07500,Maxaranguape,12030
MG,31,09105,Bueno Brandão,11228
MG,31,17207,Conceição das Pedras,2854
SP,35,50803,São Sebastião da Grama,12335
BA,29,17102,Itororó,21210
RS,43,06106,Cruz Alta,63615
PA,15,01907,Bujaru,28016
SC,42,01208,Antônio Carlos,8223
MG,31,39201,Malacacheta,19173
BA,29,19603,Macajuba,11878
MG,31,02902,Antônio Carlos,11584
PR,41,11704,Jaboti,5226
MG,31,27354,Glaucilândia,3145
BA,29,04902,Cachoeira,35013
RS,43,15750,Riozinho,4590
SC,42,19408,Witmarsum,3876
MG,31,22470,Dom Bosco,3830
RN,24,06403,Lagoa de Velhos,2768
MG,31,59001,Santana do Riacho,4280
PB,25,00304,Alagoa Grande,28604
RS,43,19802,São Vicente do Sul,8802
PR,41,18006,Paraíso do Norte,13180
CE,23,08104,Mauriti,46335
BA,29,20007,Maiquinique,10183
PI,22,05458,Joca Marques,5331
SC,42,05001,Dionísio Cerqueira,15395
SP,35,08603,Cachoeira Paulista,32536
PR,41,13205,Lapa,47814
CE,23,08203,Meruoca,14814
PB,25,05105,Cuité,20337
PB,25,00700,São João do Rio do Peixe,17934
PI,22,01176,Barra D'Alcântara,3888
GO,52,13400,Moiporá,1684
SP,35,49953,São Lourenço da Serra,15323
MG,31,27909,Grupiara,1417
SP,35,01103,Alto Alegre,4164
RS,43,11205,Júlio de Castilhos,20032
SP,35,53609,Tapiratiba,13069
BA,29,28901,São Desidério,33168
PE,26,14402,Solidão,5964
RJ,33,05802,Teresópolis,174587
MA,21,02150,Brejo de Areia,10444
MG,31,49101,Pedralva,11596
SC,42,16008,São Carlos,11038
RS,43,08607,Garibaldi,33384
PI,22,04907,Isaías Coelho,8424
PB,25,12606,Quixaba,1933
MG,31,42106,Miradouro,10799
PE,26,14303,Moreilândia,11240
PI,22,07801,Paulistana,20198
MG,31,51107,Pirapetinga,10848
PB,25,04157,Casserengue,7436
BA,29,24207,Pedro Alexandre,18173
RO,11,00908,Castanheiras,3583
SP,35,30607,Mogi das Cruzes,429321
MG,31,21001,Datas,5457
SP,35,21705,Itaberá,17946
GO,52,18904,Rubiataba,19914
SC,42,18954,Urupema,2492
PE,26,12703,Santa Maria do Cambucá,13921
PR,41,08007,Florestópolis,11145
BA,29,16609,Itapitanga,10799
MG,31,27388,Goianá,3928
TO,17,03909,Caseara,5193
MG,31,43500,Morada Nova de Minas,8813
MG,31,61106,São Francisco,56619
GO,52,15603,Padre Bernardo,31646
RN,24,09704,Pedro Avelino,6998
GO,52,14507,Nerópolis,27812
RS,43,11809,Marau,40629
PR,41,13759,Lunardelli,5095
GO,52,22203,Vila Boa,5615
BA,29,03201,Barreiras,155519
SP,35,42503,Reginópolis,8844
MA,21,09601,Rosário,42016
MT,51,08352,Vale de São Domingos,3047
SE,28,02908,Itabaiana,94393
SC,42,02131,Bela Vista do Toldo,6276
SC,42,07601,Ipira,4599
SP,35,06359,Bertioga,57942
PR,41,25506,São José dos Pinhais,302759
MT,51,02603,Campinápolis,15252
RS,43,15701,Rio Pardo,38968
MG,31,25200,Fama,2424
PR,41,15101,Mariluz,10548
RN,24,13904,Taipu,12398
MG,31,24104,Esmeraldas,68133
RJ,33,00936,Carapebus,15293
PB,25,11400,Picuí,18704
SC,42,13609,Porto União,35045
SP,35,52007,Silveiras,6193
PB,25,00734,Amparo,2229
RS,43,17558,Santo Antônio do Palma,2197
MG,31,65578,Senador Amaral,5429
MG,31,42502,Monjolos,2339
MG,31,41405,Medina,21433
MG,31,06705,Betim,422354
SP,35,16606,Gália,6834
PB,25,11509,Pilar,11863
GO,52,08509,Goiandira,5578
PA,15,07474,São João de Pirabas,22207
MG,31,51008,Piranguinho,8553
SC,42,17758,Sul Brasil,2587
MG,31,38807,Luz,18347
MG,31,23700,Engenheiro Caldas,11032
PR,41,06506,Coronel Vivida,21755
PA,15,00602,Altamira,109938
RS,43,10108,Igrejinha,34630
PR,41,27601,Tijucas do Sul,16161
PI,22,03404,Dom Expedito Lopes,6774
MS,50,07307,Rio Negro,4871
MG,31,69802,Turvolândia,4995
MG,31,31109,Inimutaba,7445
MG,31,30309,Iguatama,8182
SP,35,23206,Itararé,50243
RS,43,20800,Soledade,31313
PR,41,16505,Nova Aliança do Ivaí,1527
AP,16,00808,Vitória do Jari,14680
MG,31,46701,Palma,6750
MG,31,09402,Buritizeiro,28251
RO,11,01203,Ministro Andreazza,10786
MT,51,03304,Comodoro,19702
RS,43,07815,Estrela Velha,3744
SC,42,15802,São Bento do Sul,81893
PA,15,02764,Cumaru do Norte,12765
RN,24,02006,Caicó,67747
PI,22,09856,São João da Canabrava,4529
GO,52,15306,Orizona,15364
SP,35,45803,Santa Bárbara d'Oeste,191024
CE,23,05266,Ibaretama,13203
MG,31,05905,Barroso,20790
MG,31,35605,Jequitaí,7932
PB,25,04603,Conde,24380
SP,35,41307,Presidente Epitácio,43718
PB,25,09305,Mataraca,8345
MG,31,12109,Caparaó,5472
PI,22,01739,Betânia do Piauí,6102
BA,29,27309,Salinas da Margarida,15585
BA,29,21054,Matina,12404
GO,52,21007,Taquaral de Goiás,3625
MG,31,44904,Nova Módica,3774
MG,31,24302,Espinosa,32183
MG,31,66956,Serranópolis de Minas,4741
RS,43,13490,Novo Barreiro,4171
RS,43,14423,Picada Café,5564
TO,17,18659,Rio da Conceição,2021
MT,51,06208,Nova Brasilândia,3931
RS,43,22533,Vale do Sol,11689
MG,31,16902,Comendador Gomes,3127
MA,21,12506,Tutóia,57955
BA,29,26202,Riachão das Neves,23290
CE,23,02057,Barroquinha,14854
MG,31,00807,Aguanil,4406
PE,26,15300,Timbaúba,53328
MG,31,71808,Virginópolis,10801
CE,23,05506,Iguatu,102013
PR,41,22156,Rio Bonito do Iguaçu,13545
MA,21,07258,Nova Colinas,5298
BA,29,31608,Teolândia,15269
SP,35,19055,Holambra,13698
PA,15,04703,Moju,78629
RS,43,11155,Jóia,8668
SE,28,02809,Indiaroba,17600
MT,51,04542,Itanhangá,6252
MG,31,00500,Açucena,10066
PA,15,04000,Limoeiro do Ajuru,27760
SP,35,25904,Jundiaí,405740
SP,35,07209,Borá,838
BA,29,30501,Serrinha,82621
GO,52,19738,Santo Antônio de Goiás,5659
TO,17,12702,Mateiros,2570
GO,52,19712,Santo Antônio da Barra,4747
GO,52,10406,Itaberaí,40259
TO,17,03867,Cariri do Tocantins,4238
PE,26,12208,Salgueiro,60117
PR,41,12702,Jataizinho,12560
PE,26,01607,Belém do São Francisco,20672
RR,14,00456,Pacaraima,12144
MG,31,18205,Conquista,6928
TO,17,08304,Goianorte,5144
ES,32,01209,Cachoeiro de Itapemirim,210325
MG,31,66600,Serra da Saudade,815
MG,31,20904,Curvelo,79401
PR,41,13452,Lindoeste,5129
PI,22,04352,Geminiano,5337
MG,31,61056,São Félix de Minas,3460
BA,29,14406,Iraquara,25279
RS,43,11254,Lagoão,6504
SP,35,04909,Bananal,10821
RS,43,06551,Dom Pedro de Alcântara,2618
MG,31,05707,Barra Longa,5710
RO,11,00403,Alto Paraíso,20569
SP,35,06706,Boa Esperança do Sul,14638
ES,32,05176,Vila Valério,14677
MA,21,05476,Jenipapo dos Vieiras,16226
RS,43,11643,Linha Nova,1707
BA,29,02252,Arataca,11697
TO,17,01002,Ananás,9798
MS,50,06259,Novo Horizonte do Sul,4173
MG,31,68002,Taiobeiras,33576
BA,29,29602,Sapeaçu,18083
MG,31,06002,Bela Vista de Minas,10399
RN,24,01008,Apodi,36257
PR,41,24509,Santo Inácio,5494
RS,43,05587,Colinas,2499
TO,17,20853,Sucupira,1921
RJ,33,03856,Paty do Alferes,26939
RN,24,09332,Santa Maria,5422
SP,35,05807,Bastos,21070
TO,17,18709,Rio dos Bois,2787
MS,50,06606,Ponta Porã,88164
MG,31,30705,Indianópolis,6751
PB,25,08604,Lucena,12965
MG,31,67806,Soledade de Minas,6094
MS,50,00203,Água Clara,14734
PR,41,12405,Japurá,9238
SE,28,06800,São Domingos,11053
MG,31,41009,Mato Verde,12871
PI,22,03503,Elesbão Veloso,14406
SP,35,36208,Pariquera-Açu,19465
MT,51,06828,Porto Esperidião,11535
BA,29,10800,Feira de Santana,622639
MG,31,46255,Padre Carvalho,6295
GO,52,20702,Sítio d'Abadia,2984
RS,43,20404,Serafina Corrêa,16004
GO,52,21502,Turvânia,4837
SP,35,55604,Uchoa,10008
BA,29,21609,Morpará,8958
PI,22,05599,Lagoa do Sítio,5068
MS,50,01904,Bataguassu,22084
RJ,33,02908,Miguel Pereira,24855
SC,42,05209,Erval Velho,4472
GO,52,03939,Buriti de Goiás,2589
MT,51,07248,Santa Carmem,4326
MG,31,02308,Alvinópolis,15609
TO,17,18402,Presidente Kennedy,3738
SP,35,01608,Americana,231621
GO,52,05059,Castelândia,3626
PR,41,25357,São Jorge do Patrocínio,5980
RS,43,09308,Guaíba,99186
RN,24,14001,Tangará,15700
MG,31,71204,Vespasiano,120510
MT,51,02504,Cáceres,90881
RN,24,11403,Santana do Matos,13445
RS,43,10751,Ivorá,2118
SP,35,05500,Barretos,119948
AL,27,09152,Teotônio Vilela,44426
AP,16,00204,Calçoene,10345
PR,41,13007,Jussara,6995
MG,31,35456,Jenipapo de Minas,7627
RS,43,13334,Nova Ramada,2428
SC,42,03253,Capão Alto,2625
MG,31,59308,Santa Rita de Jacutinga,5054
GO,52,20009,São João d'Aliança,12360
PB,25,03555,Cacimbas,7148
SP,35,47502,Santa Rita do Passa Quatro,27546
MG,31,44607,Nepomuceno,26977
PR,41,01408,Apucarana,131571
MA,21,12803,Viana,51503
PB,25,08208,Lagoa de Dentro,7645
SC,42,11058,Monte Carlo,9740
SP,35,22000,Itaju,3655
AM,13,03569,Rio Preto da Eva,31274
MA,21,12902,Vitória do Mearim,32161
RN,24,12559,São Miguel do Gostoso,9518
PR,41,08700,Grandes Rios,6251
PI,22,09708,São Francisco do Piauí,6326
SP,35,13009,Cotia,233696
PI,22,07405,Palmeira do Piauí,4973
PR,41,07157,Diamante D'Oeste,5277
MG,31,21209,Delfinópolis,7165
MG,31,38005,Laranjal,6826
SC,42,03808,Canoinhas,54296
PE,26,09808,Orocó,14623
SP,35,36257,Parisi,2142
PR,41,10656,Iracema do Oeste,2487
GO,52,12501,Luziânia,196864
PB,25,14909,São Mamede,7738
PR,41,03800,Cambira,7759
PE,26,02209,Bom Jardim,38976
MG,31,65560,Sem-Peixe,2794
PE,26,09303,Mirandiba,15185
MG,31,35001,Jaguaraçu,3147
PE,26,01201,Arcoverde,73154
AL,27,04906,Mar Vermelho,3600
SC,42,01703,Ascurra,7829
SP,35,56602,Vera Cruz,10980
AL,27,03205,Igreja Nova,24687
MG,31,20201,Cristais,12444
SP,35,07001,Boituva,56830
MG,31,64308,São Roque de Minas,7064
SP,35,02408,Anhumas,4026
CE,23,02602,Camocim,62734
RS,43,11106,Jaguari,11551
PI,22,08551,Porto Alegre do Piauí,2656
MT,51,04203,Guiratinga,14525
MG,31,47907,Passos,113807
SC,42,17501,Seara,17483
PR,41,16406,Nossa Senhora das Graças,4070
SE,28,03203,Itaporanga d'Ajuda,33713
SP,35,07506,Botucatu,141032
PR,41,11407,Ivaí,13714
SP,35,16309,Francisco Morato,169942
MG,31,02704,Cachoeira de Pajeú,9445
MG,31,07208,Bocaina de Minas,5180
RN,24,01305,Augusto Severo,9742
MT,51,04609,Itiquira,12620
MG,31,67301,Silveirânia,2287
PB,25,09602,Monte Horebe,4793
PR,41,25555,São Manoel do Paraná,2184
SP,35,10203,Capão Bonito,47475
RS,43,09126,Gramado dos Loureiros,2258
RS,43,16428,Sagrada Família,2676
PE,26,15607,Trindade,29842
SP,35,44301,Roseira,10429
BA,29,23100,Olindina,26907
RS,43,01859,Barra do Guarita,3245
RS,43,07500,Espumoso,15826
MA,21,07605,Palmeirândia,19359
SC,42,03501,Campo Erê,8890
SC,42,05431,Formosa do Sul,2562
RS,43,18606,São José do Ouro,7117
CE,23,04707,Granja,54146
SC,42,01406,Araranguá,66442
TO,17,18808,Sampaio,4498
TO,17,05508,Colinas do Tocantins,34416
AM,13,04302,Urucará,17065
MA,21,01301,Bacuri,17388
PB,25,02409,Bonito de Santa Fé,11814
SP,35,19204,Iacri,6457
PI,22,05102,Itaueira,10837
MA,21,11953,Sucupira do Riachão,5556
RS,43,05934,Coronel Pilar,1734
MG,31,58201,Santa Maria do Suaçuí,14883
PE,26,10806,Pedra,22455
SP,35,21200,Iporanga,4316
MG,31,45372,Novorizonte,5282
MG,31,71105,Veríssimo,3870
SP,35,40200,Pontal,46818
PB,25,15609,Serra da Raiz,3137
MG,31,60405,Santo Antônio do Monte,27938
RS,43,14803,Portão,34353
SP,35,01707,Américo Brasiliense,38701
RS,43,13011,Nova Candelária,2810
PA,15,05809,Portel,59322
PI,22,07702,Parnaíba,150201
PA,15,01600,Bonito,15563
SP,35,09502,Campinas,1173370
SP,35,03406,Arealva,8402
ES,32,05101,Viana,75652
SC,42,17402,Schroeder,19463
SC,42,08005,Itá,6311
SP,35,45605,Santa Adélia,15255
MA,21,03604,Coroatá,64123
SP,35,05609,Barrinha,31579
SC,42,00606,Águas Mornas,6206
PI,22,11357,Várzea Branca,4881
SP,35,56107,Valentim Gentil,12610
MA,21,10500,São Bento,45560
PR,41,17222,Nova Santa Rosa,8140
GO,52,18789,Rio Quente,4014
PR,41,00459,Altamira do Paraná,3143
PR,41,22602,Rondon,9535
RO,11,00924,Chupinguaia,10364
BA,29,18803,Laje,24112
TO,17,11951,Lagoa do Tocantins,4115
RS,43,18705,São Leopoldo,229678
MA,21,03000,Caxias,161926
SP,35,18008,Guarani d'Oeste,2018
MS,50,07950,Tacuru,11160
AL,27,03809,Joaquim Gomes,24174
SC,42,02081,Bandeirante,2779
AC,12,00385,Plácido de Castro,18336
BA,29,07806,Cícero Dantas,34581
MG,31,55306,Rio Manso,5730
RN,24,10702,Riacho da Cruz,3526
SP,35,35101,Palmares Paulista,12536
MA,21,04404,Gonçalves Dias,17583
AM,13,01605,Fonte Boa,20199
SP,35,17901,Guaraci,10872
PI,22,05557,Lagoa Alegre,8365
SP,35,39202,Pirapozinho,26810
PR,41,02307,Balsa Nova,12471
MG,31,18700,Coqueiral,9446
TO,17,07306,Dueré,4725
PA,15,06351,Santa Bárbara do Pará,20077
PE,26,06606,Ibimirim,28798
RN,24,05801,João Câmara,34839
SP,35,07753,Brejo Alegre,2790
SC,42,19150,Vargem,2586
PI,22,07207,Padre Marcos,6753
SP,35,34104,Oriente,6447
RS,43,16477,Salvador das Missões,2773
CE,23,12403,São Gonçalo do Amarante,47791
BA,29,03953,Bom Jesus da Serra,10515
BA,29,27606,Santa Brígida,15091
PR,41,28500,Wenceslau Braz,19852
GO,52,19456,Santa Rita do Novo Destino,3345
MG,31,22355,Divisa Alegre,6553
BA,29,06824,Canudos,17222
MT,51,06000,Nortelândia,5971
RN,24,04853,Itajá,7515
PE,26,16506,Xexéu,14618
MG,31,57104,Salto da Divisa,7117
SP,35,54607,Timburi,2695
SP,35,47106,Santa Mercedes,2941
SP,35,43600,Rifaina,3608
PI,22,02059,Cabeceiras do Piauí,10368
ES,32,02702,Itaguaçu,14822
SC,42,07007,Içara,53998
PA,15,08084,Tucumã,37920
MS,50,00906,Antônio João,8744
BA,29,20106,Mairi,19736
MA,21,08454,Peritoró,22818
RS,43,01800,Barracão,5479
GO,52,05521,Colinas do Sul,3540
GO,52,18805,Rio Verde,212237
MT,51,06174,Nova Nazaré,3574
PA,15,07151,São Domingos do Araguaia,24659
GO,52,10562,Itaguari,4717
RO,11,00320,São Miguel do Guaporé,24059
CE,23,07106,Jardim,27074
SP,35,41059,Pratânia,5074
SP,35,25805,Júlio Mesquita,4710
PB,25,08000,Juru,9880
SE,28,00308,Aracaju,641523
MG,31,32305,Itaipé,12651
SP,35,25300,Jaú,144828
CE,23,08500,Mombaça,43678
GO,52,21304,Três Ranchos,2899
BA,29,05404,Cairu,17985
MG,31,18304,Conselheiro Lafaiete,126420
PR,41,15705,Matinhos,33024
